(0.0, 0.5392907273558268, 0.3692891956753012)
(0.01, 0.5394968219286023, 0.3698334941487914)
(0.02, 0.5401805186789956, 0.37168410895865805)
(0.03, 0.5413549120189358, 0.37511071525767586)
(0.04, 0.5431155382990869, 0.38043246987802765)
(0.05, 0.5453143813691228, 0.3873673272470868)
(0.06, 0.548111909607198, 0.39647443034216584)
(0.07, 0.5513257051344413, 0.4069125906133254)
(0.08, 0.5551244103315778, 0.4190430243202454)
(0.09, 0.5589841821217436, 0.4323387515772285)
(0.1, 0.562862091387131, 0.4463717558573938)
(0.11, 0.5672652515885829, 0.46176303223731413)
(0.12, 0.5714019229755432, 0.47727059056384374)
(0.13, 0.5749508761540739, 0.49236002869937406)
(0.14, 0.5785542709714591, 0.5079987134763354)
(0.15, 0.5819924668471846, 0.5235953388257998)
(0.16, 0.5846827152963594, 0.5386625102055964)
(0.17, 0.5869435591652102, 0.5529305524629506)
(0.18, 0.5883485389892427, 0.5664464731933002)
(0.19, 0.5893825479374001, 0.5794749993814791)
(0.2, 0.5889209062003179, 0.5908260966377199)
(0.21, 0.588024601655802, 0.6018506148098667)
(0.22, 0.5860563350608856, 0.6113560454241816)
(0.23, 0.5835119108974811, 0.6203765555802964)
(0.24, 0.5792819400862298, 0.6277320072243252)
(0.25, 0.5749638317883348, 0.6346347015017689)
(0.26, 0.5693683231322546, 0.6406195106261906)
(0.27, 0.5628636193067933, 0.6457482866968505)
(0.28, 0.5553194627965589, 0.649716717385388)
(0.29, 0.5463230307140781, 0.6527078849056137)
(0.3, 0.5369394015856784, 0.6551819688760236)
(0.31, 0.5268592291812396, 0.6571884509760261)
(0.32, 0.5167181133040654, 0.6589895841064846)
(0.33, 0.5054409977200315, 0.6600014844503822)
(0.34, 0.493007096174557, 0.6601548776565477)
(0.35, 0.4809017805858702, 0.6603824933818254)
(0.36, 0.4678246664008454, 0.660132610900814)
(0.37, 0.4546405311613609, 0.6596551126945248)
(0.38, 0.4414109336012184, 0.6590712288775081)
(0.39, 0.4279413468381245, 0.6581756104802197)
(0.4, 0.4138470185046674, 0.6570696949454464)
(0.41, 0.4001465927953952, 0.6560355278458151)
(0.42, 0.3861705682677595, 0.6548603379598703)
(0.43, 0.37245320708914287, 0.6535960810509909)
(0.44, 0.358719646799117, 0.6523862539894604)
(0.45, 0.3447193577892201, 0.6510675672332319)
(0.46, 0.33172527731885765, 0.6499814443702219)
(0.47, 0.31831592683032134, 0.6486924466216384)
(0.48, 0.30523356380309213, 0.6474702491402559)
(0.49, 0.292907671697423, 0.6463618595215121)
(0.5, 0.28032988243551504, 0.6450951285286622)
(0.51, 0.2684297151217134, 0.6439446794824216)
(0.52, 0.25627988122134104, 0.6427101115811871)
(0.53, 0.2449836872113991, 0.6418318117716916)
(0.54, 0.23333245417380982, 0.6406615700536876)
(0.55, 0.2227554361156434, 0.6396100843662634)
(0.56, 0.21190382511305025, 0.6384843761597269)
(0.57, 0.20150952438001676, 0.6374724758158292)
(0.58, 0.19170790718134828, 0.6365669610826592)
(0.59, 0.18145275465957483, 0.6354907345555308)
(0.6, 0.172288083864862, 0.6345604789826567)
(0.61, 0.16281906482945563, 0.6334694079517059)
(0.62, 0.15426642915274685, 0.6325911081422103)
(0.63, 0.14592220540342185, 0.6317128083327148)
(0.64, 0.13787527934815874, 0.6308790420346867)
(0.65, 0.1301190247759927, 0.6301170241718004)
(0.66, 0.1222322400852429, 0.6293129468814171)
(0.67, 0.11556471800912974, 0.628751329820134)
(0.68, 0.10881040826120184, 0.6280882753160643)
(0.69, 0.1021418570705115, 0.6274004799722903)
(0.7, 0.09585472056348489, 0.6267671144758653)
(0.71, 0.08970191659443322, 0.626101585887825)
(0.72, 0.08394374716467565, 0.6255548133303644)
(0.73, 0.07823286339329119, 0.6249635072614365)
(0.74, 0.0728293710135197, 0.6244266310398575)
(0.75, 0.06826841789289259, 0.6239540810015092)
(0.76, 0.06320191893720402, 0.623409782528019)
(0.77, 0.057632187032757916, 0.6228852767262921)
(0.78, 0.053648015469668055, 0.622474578787204)
(0.79, 0.05014668589329223, 0.6221578960389915)
(0.8, 0.04671108811778125, 0.6218634800465128)
(0.81, 0.04337472890794432, 0.6215616418021228)
(0.82, 0.04020503565565039, 0.6213018629852297)
(0.83, 0.037359462345330066, 0.6210643509240703)
(0.84, 0.03448514645800152, 0.6207897276033548)
(0.85, 0.03139451983924189, 0.6204186150077934)
(0.86, 0.028962239105975753, 0.620168732526782)
(0.87, 0.02671511683115666, 0.6198743165343031)
(0.88, 0.024562983064603056, 0.6196269081372622)
(0.89, 0.022563646752587138, 0.6193473366486059)
(0.9, 0.020874517705837113, 0.6191469358470026)
(0.91, 0.01930639516385619, 0.6189514832133403)
(0.92, 0.018114303548339844, 0.6188450976026126)
(0.93, 0.016944830487944817, 0.6187337638239442)
(0.94, 0.01584729434881911, 0.6185902669536604)
(0.95, 0.014937950053623411, 0.6184764590910216)
(0.96, 0.01450978388596536, 0.6184665627551399)
(0.97, 0.014370385509541936, 0.6184418219154358)
(0.98, 0.014333620772252564, 0.6184690368391104)
(0.99, 0.014320937184613615, 0.6184665627551399)
